가맹점구분번호,가맹점주소_세부,가맹점명,업종,상권,개설일,폐업일,프랜차이즈여부,가맹점주소
AD016521BB,무학봉16길 24-2,향산******,치킨,왕십리,2023-09-15,,1,무학봉
DDA2B18650,무학봉16길 24-2,모이**,백반/가정식,왕십리,2021-05-27,,0,무학봉
11DA529896,무학봉16길 26-9,크레**********************,백반/가정식,왕십리,2023-03-23,,0,무학봉
C7E3B6D61A,무학봉16길 26-9,크레*********,한식-단품요리일반,왕십리,2023-10-19,,0,무학봉
0F17B95A3C,무학봉26길 10-1,세키*,일식당,왕십리,2021-04-15,,0,무학봉
63D56CEF99,무학봉26길 12-1,곱순**,한식-육류/고기,왕십리,2020-05-29,,0,무학봉
4916AD88E4,서울숲2길 11-12,그린****,동남아/인도음식,뚝섬,2022-04-19,,0,서울숲
1D76CBF64B,서울숲2길 16-12,부우*,양식,뚝섬,2024-10-02,,0,서울숲
808E997108,서울숲2길 16-12,글루*,카페,뚝섬,2024-07-24,,0,서울숲
EDDF492971,서울숲2길 18-14,서울****,양식,뚝섬,2017-06-22,2025-07-15,0,서울숲
78C040B05F,서울숲2길 19-13,구스***,양식,뚝섬,2021-05-07,,0,서울숲
37B095C0EA,서울숲2길 19-13,버틀*********,양식,뚝섬,2023-01-27,,0,서울숲
8DDCE4944D,서울숲2길 19-17,피리**,카페,뚝섬,2022-08-16,,0,서울숲
FEAAE06C47,서울숲2길 19-18,블랙********,카페,뚝섬,2024-05-14,,0,서울숲
18139EA68D,서울숲2길 32-14,매머***************,커피전문점,뚝섬,2023-07-24,,0,서울숲
B7AFE65713,서울숲2길 32-14,포메*****,동남아/인도음식,뚝섬,2017-01-24,,1,서울숲
EE7D3593F6,서울숲2길 32-14,더포*******,동남아/인도음식,뚝섬,2023-09-14,,1,서울숲
1D97BD1F6F,서울숲2길 32-14,도나********,한식-단품요리일반,뚝섬,2020-10-20,,0,서울숲
C970710431,서울숲4길 16-25,핍스*******,양식,뚝섬,2022-11-24,,0,서울숲
3115CB8448,서울숲4길 22-18,샌드**,카페,뚝섬,2022-02-10,,0,서울숲
7C767063D2,서울숲4길 26-10,온*,양식,뚝섬,2018-06-22,,0,서울숲
82AE38978E,서울숲4길 26-10,요쇼****,일식당,뚝섬,2023-11-02,,0,서울숲
25B32948C5,서울숲4길 26-20,어반**,카페,뚝섬,2024-07-26,,0,서울숲
9029249DA3,서울숲4길 26-24,타입*,카페,뚝섬,2024-08-28,,0,서울숲
D529C1154C,성덕정11길 5-12,새들**********,샌드위치/토스트,성수,2024-07-29,,0,성덕정
A0EB1A75A7,성덕정11길 5-12,새들*****************,한식-단품요리일반,성수,2021-02-03,2024-07-29,0,성덕정
0EED6D3006,성덕정15길 13-1,성수*,백반/가정식,성수,2023-08-16,,0,성덕정
235958D75C,성덕정15길 4-11,물레*********,한식-해물/생선,성수,2019-03-14,,0,성덕정
8D25E9227C,성덕정15길 4-14,물레********,한식-해물/생선,성수,2019-03-14,,0,성덕정
17979A7FB4,성덕정15길 4-20,시장***,한식-국밥/설렁탕,성수,2018-03-26,,0,성덕정
1DEEB5568D,성덕정15길 6-10,닭치******,한정식,성수,2023-12-18,,0,성덕정
F276A1602F,성덕정15길 6-14,한일**,한식-육류/고기,성수,2024-03-22,,0,성덕정
7F0EB59719,성덕정15길 6-14,빨강*,한식-단품요리일반,성수,2019-03-13,,0,성덕정
9B75EF851F,성덕정15길 6-29,서울**,식료품,성수,2020-05-21,,0,성덕정
D2FC15A5E1,성덕정15길 6-30,전사*,백반/가정식,성수,2018-10-22,,0,성덕정
F3AD4E7EF8,성덕정15길 6-32,행복**,한식-찌개/전골,성수,2023-04-17,,0,성덕정
47170099B7,성덕정15길 6-40,선숙****,반찬,성수,2020-06-02,,0,성덕정
9C2549FF31,성덕정15길 6-46,호호****,농산물,성수,2017-09-06,,0,성덕정
6010892CCE,성수이로10길 14,아이***,카페,성수,2020-10-23,,0,성수이로
94795C00AE,성수이로10길 14,원디****,중식당,성수,2023-07-07,,0,성수이로
E64AD4E88B,성수이로12길 11,금*,일식당,성수,2021-06-30,,0,성수이로
5F2DDA0178,성수이로12길 13,올더***********,카페,성수,2022-10-05,,0,성수이로
1EADD2188F,성수이로12길 13,그룬*,와인바,성수,2021-08-25,,0,성수이로
4B05972847,성수이로12길 15,스케********,양식,성수,2024-07-18,,0,성수이로
8C0919784F,성수이로14길 15,페이******************,양식,성수,2022-04-13,,0,성수이로
F2207F8023,성수이로14길 15,엘레**,카페,성수,2022-08-30,,0,성수이로
FF3AE5174C,성수이로18길 31,오*,카페,성수,2024-01-12,,0,성수이로
B79977740A,성수이로20길 10,엑스*******,식료품,성수,2022-05-04,,0,성수이로
825BEADB27,성수이로20길 10,멘츠*,일식당,성수,2023-10-05,,0,성수이로
FBE1518873,성수이로20길 57,레이***,한식-단품요리일반,성수,2017-03-20,,0,성수이로
667F7D3E48,성수이로20길 60,아이***,카페,성수,2019-06-27,,0,성수이로
40876D8589,성수이로22길 31,리*,카페,성수,2021-07-26,,0,성수이로
53679A769E,성수이로22길 37,세디*********,양식,성수,2021-08-24,,0,성수이로
6B18BE9BFB,성수이로22길 37,소이************,백반/가정식,성수,2024-06-04,,0,성수이로
1CEA3BFC5B,성수이로22길 61,뿐또**,한식-단품요리일반,성수,2018-10-11,,0,성수이로
1DDB44FF35,성수이로26길 47,기미*,카페,성수,2021-07-29,,0,성수이로
5113D031FD,성수이로26길 47,기미*,커피전문점,성수,2021-10-06,,0,성수이로
DA7113101B,성수이로26길 61,성동*****,식료품,성수,2019-12-31,,0,성수이로
6A5E5F1964,성수이로7가길 6,티포**************,식료품,성수,2024-08-29,,0,성수이로
7B133114D0,성수이로7가길 6,등촌*********,한식-국수/만두,성수,2019-12-23,,1,성수이로
01D70FA491,성수이로7가길 6,등촌*********,한식-국수/만두,성수,2022-01-24,,1,성수이로
12F2E42AEC,성수일로10길 26,일상**,일식당,성수,2023-12-05,,0,성수일로
EE6A4602A2,성수일로10길 26,탕화******,중식당,성수,2019-10-23,,0,성수일로
D3A976635B,성수일로10길 26,천미*,중식당,성수,2024-05-31,,0,성수일로
9F42371A46,성수일로10길 26,커피**********,커피전문점,성수,2019-01-07,,1,성수일로
3AC0517B5B,성수일로10길 26,미분*****,기타세계요리,성수,2023-06-13,,0,성수일로
64DAA985AE,성수일로10길 26,복준*,한식-국수/만두,성수,2024-04-12,,0,성수일로
E6A2D6AB86,성수일로10길 26,복*,한식-육류/고기,성수,2020-05-07,,0,성수일로
8B1D7FD077,성수일로10길 26,찐미****,한식-육류/고기,성수,2021-08-24,,0,성수일로
050A4E0A6D,성수일로10길 26,사거****,한식-찌개/전골,성수,2024-04-08,,0,성수일로
30888E19A2,성수일로10길 26,샐러*****,한식-단품요리일반,성수,2021-06-10,,1,성수일로
2BF66155BC,성수일로10길 33,라에**,카페,성수,2022-06-29,,0,성수일로
91BD541A0F,성수일로10길 35,금별******,호프/맥주,성수,2022-07-07,,0,성수일로
CE70A9427E,성수일로11길 10,바인*********,일반 유흥주점,뚝섬,2022-04-14,,0,성수일로
DA830AD4F9,성수일로11길 11,퍼윅**********,와인바,뚝섬,2022-09-08,,0,성수일로
37C22962DB,성수일로11길 11,매머*************,커피전문점,뚝섬,2023-06-07,,0,성수일로
09A5C8DB83,성수일로11길 15,누아*,카페,뚝섬,2021-05-24,,0,성수일로
F4BEB03DA2,성수일로12길 17,어피*****,카페,성수,2022-10-31,,0,성수일로
5AA50A5A64,성수일로12길 20,엘*,일식당,성수,2022-10-27,,0,성수일로
BE22760D64,성수일로12길 20,고기*,한식-육류/고기,성수,2019-11-08,,0,성수일로
6B61E9F331,성수일로12길 21,어퍼************,카페,성수,2022-03-31,,0,성수일로
C508123D9A,성수일로12길 23,전자*,중식당,성수,2017-07-31,,0,성수일로
4AB5E20EE4,성수일로12길 26,커피***,카페,성수,2024-03-11,,0,성수일로
9AB9BE98E4,성수일로12길 26,커피******,카페,성수,2024-12-03,,0,성수일로
5078575E67,성수일로12길 26,킷포*,일식당,성수,2024-03-25,,0,성수일로
FA526A8279,성수일로12길 26,리사*******,커피전문점,성수,2024-09-09,,0,성수일로
67BEA11D33,성수일로12길 26,메가************,커피전문점,성수,2024-09-20,,1,성수일로
A6D6C995BD,성수일로12길 26,제로******,백반/가정식,성수,2024-08-26,,0,성수일로
9A012C0993,성수일로12길 27,스위*******,식료품,성수,2021-05-07,,0,성수일로
C2917321B5,성수일로12길 34,와이*,카페,성수,2023-06-08,,0,성수일로
37AA4DBA89,성수일로12길 44,둘쭈****,양식,성수,2023-09-21,,0,성수일로
2BE371C2DE,성수일로12길 52,카스**************,카페,성수,2024-09-10,,0,성수일로
6ED7CA8900,성수일로3길 5-7,테이****************************,양식,성수,2023-01-18,2025-08-11,0,성수일로
9E1B58CB83,성수일로3길 7-1,새촌***,한식-단품요리일반,성수,2018-06-22,,0,성수일로
1CC86C2EB2,성수일로4가길 2,창창**,카페,성수,2020-12-14,,0,성수일로
CCC1A20AF8,성수일로4가길 2,벱(****,동남아/인도음식,성수,2021-06-25,,0,성수일로
695306E501,성수일로6길 7-1,중앙***,백반/가정식,성수,2020-01-13,,0,성수일로
5755CB685C,송정18가길 31-1,아일*****,양식,송정,2021-10-26,,0,송정
DEA848E3A9,아차산로11길 11,우리***,백반/가정식,성수,2019-03-13,,0,아차산로
1F369B9364,아차산로11길 11,송계*****,백반/가정식,성수,2021-07-07,2025-07-31,0,아차산로
867564A1CD,아차산로11길 11,맛*,백반/가정식,성수,2024-08-09,,0,아차산로
5AF671B1BF,아차산로11길 11,오대***,한식-국수/만두,성수,2024-11-18,,0,아차산로
A2F31AB139,아차산로11길 12,쿠*,한식-단품요리일반,성수,2024-07-10,,0,아차산로
3EBB8FF3EB,아차산로11길 26,침묵****,와인바,성수,2022-07-08,,0,아차산로
E19551340F,아차산로13길 16,고로*****,일식당,성수,2023-07-18,,0,아차산로
9DE30019C9,아차산로13길 16,성수*************,커피전문점,성수,2022-12-16,,1,아차산로
56CCDF6E4B,아차산로13길 31,커피*******,카페,성수,2020-09-14,,0,아차산로
B870F34E7B,아차산로13길 31,달님**,한식-냉면,성수,2019-03-13,,0,아차산로
EAD182F319,아차산로13길 31,커피**,커피전문점,성수,2018-09-20,,0,아차산로
45CCE83EBB,아차산로13길 33,마마**,중식당,성수,2017-05-25,,0,아차산로
CBBE8C9ACE,아차산로13길 33,성*,중식당,성수,2021-04-20,,0,아차산로
536CC51122,아차산로13길 37,달구***,중식당,성수,2021-12-08,,0,아차산로
48D0F061EB,아차산로13길 48,카페***************,카페,성수,2021-04-30,,0,아차산로
7D41119FA7,아차산로13길 48,뚝섬**,한식-육류/고기,성수,2024-11-04,,0,아차산로
50CCBE90E1,아차산로15길 10,비비*******,치킨,성수,2021-11-24,,1,아차산로
20CD5C4AB7,아차산로15길 10,루트*******,카페,성수,2021-06-10,,0,아차산로
5BFB461F3A,아차산로15길 10,매머************,커피전문점,성수,2023-04-04,,0,아차산로
F1F5DC5BD6,아차산로15길 10,성원**,백반/가정식,성수,2019-08-29,,0,아차산로
A40A42D539,아차산로15길 10,사흘**,백반/가정식,성수,2022-07-22,,0,아차산로
B5F66DDC32,아차산로15길 10,난바*******,일식-우동/소바/라면,성수,2022-08-25,2025-08-04,0,아차산로
3456938AFA,아차산로15길 19,이디*********,커피전문점,성수,2020-04-07,,1,아차산로
1C1F73D604,아차산로17길 11,앳모***,양식,성수,2019-02-13,,0,아차산로
5F0B05E1D7,아차산로17길 48,바나********,카페,성수,2024-03-06,,1,아차산로
309BDE407B,아차산로17길 48,쥬스************,카페,성수,2024-08-02,,0,아차산로
821200D58F,아차산로17길 48,후라*******,일식당,성수,2024-10-08,,0,아차산로
0CB94CB82A,아차산로17길 48,매머***********,커피전문점,성수,2020-08-06,,0,아차산로
08BFC4265D,아차산로17길 49,뚜레***********,베이커리,성수,2024-06-17,,1,아차산로
87500B57DE,아차산로17길 49,반포******,동남아/인도음식,성수,2020-10-27,,1,아차산로
1C69DD5AFC,아차산로17길 57,빽다********,커피전문점,성수,2021-02-18,,1,아차산로
D7EAFE3D88,아차산로7길 9-2,삼형*******,분식,성수,2023-07-18,,0,아차산로
BE795585AC,연무장7가길 5-1,대림******,분식,성수,2021-08-04,2025-07-09,0,연무장
D83FD7E108,연무장7가길 6-1,토라**,일식당,성수,2018-09-19,,0,연무장
257C2B26D3,연무장길 100-15,성수***,요리주점,성수,2023-08-31,,0,연무장길
4828F279E2,왕십리광장로 17,히노*********,분식,왕십리,2023-04-12,,1,왕십리광장로
FC11619D64,왕십리광장로 17,분식********,분식,왕십리,2023-12-14,,0,왕십리광장로
A7E8121B70,왕십리광장로 17,우리***,분식,왕십리,2024-06-12,2025-08-18,0,왕십리광장로
4F0DB34622,왕십리광장로 17,남다****,분식,왕십리,2024-10-10,,0,왕십리광장로
7645F49DBD,왕십리광장로 17,케밥*,양식,왕십리,2016-10-18,,0,왕십리광장로
186BEE7C30,왕십리광장로 17,카이***,양식,왕십리,2023-09-21,,0,왕십리광장로
9972114004,왕십리광장로 17,랑데********,카페,왕십리,2021-06-04,,0,왕십리광장로
E71673016B,왕십리광장로 17,망고*,카페,왕십리,2022-02-23,,0,왕십리광장로
6930EE8A71,왕십리광장로 17,탐앤********,카페,왕십리,2022-05-17,,1,왕십리광장로
C2738D1B5D,왕십리광장로 17,쭈꾸*****,피자,왕십리,2023-03-17,,0,왕십리광장로
458600B5F4,왕십리광장로 17,이자**********,일식당,왕십리,2017-12-04,,1,왕십리광장로
E57A82C28E,왕십리광장로 17,신기****,일식당,왕십리,2019-04-29,,1,왕십리광장로
3074DF0C17,왕십리광장로 17,스시*************,일식당,왕십리,2022-04-20,,0,왕십리광장로
5DB407D5B6,왕십리광장로 17,칸지*******,중식당,왕십리,2019-11-04,,1,왕십리광장로
4FD2CD656B,왕십리광장로 17,폼드*****,베이커리,왕십리,2022-10-12,,0,왕십리광장로
88DDED98E7,왕십리광장로 17,호두*****,베이커리,왕십리,2022-12-19,,0,왕십리광장로
B017B263BC,왕십리광장로 17,와플********,베이커리,왕십리,2023-06-08,,0,왕십리광장로
612C103359,왕십리광장로 17,파리**********,베이커리,왕십리,2024-01-23,,1,왕십리광장로
26B2585C88,왕십리광장로 17,뚜레***********,베이커리,왕십리,2024-06-26,,1,왕십리광장로
255821302B,왕십리광장로 17,이디********,커피전문점,왕십리,2018-09-14,,1,왕십리광장로
71725E8FB3,왕십리광장로 17,커피*************,커피전문점,왕십리,2024-04-04,,0,왕십리광장로
EB2F2101D0,왕십리광장로 17,할리*********,커피전문점,왕십리,2024-04-17,,1,왕십리광장로
C11AF827CF,왕십리광장로 17,담솥******,백반/가정식,왕십리,2023-08-17,,0,왕십리광장로
EFE2BD2AEE,왕십리광장로 17,갓잇*********,기타세계요리,왕십리,2024-02-22,,0,왕십리광장로
41D2AB65FB,왕십리광장로 17,청담**********,일식-샤브샤브,왕십리,2022-04-13,,0,왕십리광장로
C82F7B7133,왕십리광장로 17,성수********,한식-국수/만두,왕십리,2024-11-14,,0,왕십리광장로
9BA9EBEA37,왕십리광장로 17,홍수************,한식-육류/고기,왕십리,2018-04-03,,1,왕십리광장로
20186EA812,왕십리광장로 17,한컵***,샌드위치/토스트,왕십리,2019-09-25,,0,왕십리광장로
9C1036E322,왕십리광장로 17,10******************,일식-덮밥/돈가스,왕십리,2019-01-07,,0,왕십리광장로
1C7B1712C9,왕십리광장로 17,포메********,한식-단품요리일반,왕십리,2022-03-22,,0,왕십리광장로
FA06E82AE6,왕십리광장로 17,북촌************,한식-단품요리일반,왕십리,2024-10-11,,1,왕십리광장로
E629D92144,왕십리로 273-16,제주***,한식-육류/고기,왕십리,2017-03-17,,0,왕십리로
E68206768A,왕십리로10길 10,타코********,양식,뚝섬,2022-09-01,,0,왕십리로
A0EDA785C0,왕십리로10길 10,한*,요리주점,뚝섬,2022-08-09,,0,왕십리로
733563490D,왕십리로10길 18,술있****,요리주점,뚝섬,2022-08-02,,0,왕십리로
B113A0DC35,왕십리로10길 19,오버********,카페,뚝섬,2021-01-15,,0,왕십리로
8CA6B75925,왕십리로10길 20,오프*******,요리주점,뚝섬,2021-04-01,2025-05-14,0,왕십리로
72DD5ED597,왕십리로10길 21,식당**,일식당,뚝섬,2024-10-29,,0,왕십리로
87E8D36DE6,왕십리로14길 18,서울***,백반/가정식,뚝섬,2024-03-28,,0,왕십리로
0335548947,왕십리로14길 18,샌드**,샌드위치/토스트,뚝섬,2024-01-15,,0,왕십리로
1676020CB1,왕십리로14길 23,터틀***,카페,뚝섬,2024-10-21,,0,왕십리로
553B878E02,왕십리로14길 23,온*,베이커리,뚝섬,2020-07-30,,0,왕십리로
3F53A733C8,왕십리로14길 25,쿠키***,베이커리,뚝섬,2023-01-04,2025-04-08,0,왕십리로
9E161EE38E,왕십리로14길 25,탐*,동남아/인도음식,뚝섬,2024-05-13,,0,왕십리로
E86582DC31,왕십리로14길 28,맷돌***,한식-감자탕,뚝섬,2023-12-08,,0,왕십리로
033F56E9A8,왕십리로20길 11,금녕**,한식-국밥/설렁탕,왕십리,2020-06-29,,0,왕십리로
C8A02ED0B7,왕십리로20길 19,수랏*,한식-단품요리일반,왕십리,2020-07-03,,0,왕십리로
EBC1ED7CFA,왕십리로20길 34,수*,한식-단품요리일반,왕십리,2017-11-27,,0,왕십리로
4D95F03916,왕십리로20길 35,왕십*******,한식-육류/고기,왕십리,2024-11-19,,0,왕십리로
9DB54B4166,왕십리로20길 36,별관*,한식-육류/고기,왕십리,2019-06-20,,0,왕십리로
767F3362ED,왕십리로20길 43,다사*,호프/맥주,왕십리,2017-02-10,,0,왕십리로
88324FFE01,왕십리로20길 43,자*,백반/가정식,왕십리,2018-04-06,,0,왕십리로
FA849FA315,왕십리로20길 43,늘사*,백반/가정식,왕십리,2024-07-03,,0,왕십리로
5322300A3B,왕십리로21길 10,바우******,한식-국밥/설렁탕,왕십리,2020-08-27,,1,왕십리로
5509AAD8EE,왕십리로21길 11,왕*,농산물,왕십리,2023-08-17,,0,왕십리로
86DFE48F6F,왕십리로21길 11,뚱타*,일식당,왕십리,2022-05-16,,0,왕십리로
ACEF75732F,왕십리로21길 11,상하*,중식당,왕십리,2018-08-22,,0,왕십리로
2C11204E23,왕십리로21길 11,수산***,포장마차,왕십리,2020-02-04,,0,왕십리로
5AE70815C9,왕십리로21길 12,구름****,식료품,왕십리,2019-05-15,,0,왕십리로
CFE95F9727,왕십리로21길 17,스컹*,치킨,왕십리,2022-11-17,,0,왕십리로
E05D8AE16A,왕십리로21길 20,쑥이*****,분식,왕십리,2022-10-13,,0,왕십리로
A65F31C273,왕십리로21길 25,아이*******,아이스크림/빙수,왕십리,2022-07-06,,1,왕십리로
5088093AFC,왕십리로21길 25,금계*******,한식-단품요리일반,왕십리,2024-02-15,,0,왕십리로
EB9EB89CB7,왕십리로21길 29,에릭*****,식료품,왕십리,2024-11-28,2025-07-14,0,왕십리로
3E6DB9DC69,왕십리로21길 30,미각*****,한식-육류/고기,왕십리,2024-04-18,,0,왕십리로
AAB23F8C3E,왕십리로21길 50,하노*******,동남아/인도음식,왕십리,2019-11-11,,1,왕십리로
79DE8BB0B3,왕십리로21길 56,민서*,식료품,왕십리,2022-02-28,,0,왕십리로
F95DBF0B74,왕십리로22길 10,만식*,백반/가정식,왕십리,2016-12-30,,0,왕십리로
16B18D234B,왕십리로22길 10,동*,일반 유흥주점,왕십리,2018-02-09,,0,왕십리로
4E56424369,왕십리로24길 10,구어*******,호프/맥주,왕십리,2024-02-13,,0,왕십리로
CCA3577DE7,왕십리로24길 12,한방****,한식-육류/고기,왕십리,2019-04-23,,0,왕십리로
71F3F05C4E,왕십리로24길 12,남대******,한식-단품요리일반,왕십리,2020-11-25,,0,왕십리로
48A60B81B9,왕십리로24길 13,돈까***,일식-덮밥/돈가스,왕십리,2020-08-11,,0,왕십리로
5FEF5885D9,왕십리로24길 15,수제*****,한식-국밥/설렁탕,왕십리,2023-01-17,,0,왕십리로
6CF34390D0,왕십리로24길 18,호*,양식,왕십리,2022-09-20,,0,왕십리로
F5A4D98110,왕십리로24길 18,샹츠*******,중식-훠궈/마라탕,왕십리,2022-01-13,2024-08-08,0,왕십리로
3147BE76FA,왕십리로24길 18,마라****************,중식-훠궈/마라탕,왕십리,2024-08-08,,0,왕십리로
BFC08ED8B3,왕십리로24길 18,대패*******,한식-단품요리일반,왕십리,2021-11-05,2024-06-27,0,왕십리로
98FBEBF96C,왕십리로24길 27,만나***,분식,왕십리,2019-09-05,,0,왕십리로
EF154AC797,왕십리로24길 29,옛날**,치킨,왕십리,2018-01-09,,1,왕십리로
B7C0ECA3FB,왕십리로24길 31,호호**,한식-국수/만두,왕십리,2017-07-10,,0,왕십리로
9F05CCB29C,왕십리로24길 34,형제**,농산물,왕십리,2020-05-13,,0,왕십리로
759BF53FF1,왕십리로24길 34,미래**,도너츠,왕십리,2022-04-27,,0,왕십리로
45B86F632F,왕십리로24길 38,브레*******,베이커리,왕십리,2022-07-22,,1,왕십리로
2C6E1775F4,왕십리로26길 11,장안***,한식-육류/고기,왕십리,2017-07-17,,0,왕십리로
C6BCB34B2F,왕십리로26길 32,상왕******,카페,왕십리,2024-10-24,,0,왕십리로
6D3DAB1193,왕십리로28길 12,한아*,농산물,왕십리,2024-03-12,,0,왕십리로
DD3AD6FFFA,왕십리로28길 30,더블********,호프/맥주,왕십리,2020-03-23,,0,왕십리로
0CF1A5859F,왕십리로30길 12,데일***,농산물,왕십리,2022-04-18,,0,왕십리로
48E55F5235,왕십리로31길 16,피자***,피자,왕십리,2023-08-30,,0,왕십리로
75E1602760,왕십리로31길 21,오저*,테마카페,왕십리,2023-09-14,,0,왕십리로
02EECADFE6,왕십리로4가길 3,아이*,카페,뚝섬,2024-04-30,,0,왕십리로
BA6E1B1FB4,왕십리로4가길 3,진도*****,이자카야,뚝섬,2024-02-14,,0,왕십리로
71E8C02B1A,왕십리로4가길 3,한양****,떡/한과 제조,뚝섬,2024-01-23,,0,왕십리로
000F03E44A,왕십리로4가길 9,육육**,중식-딤섬/중식만두,뚝섬,2022-02-25,,0,왕십리로
81C9699D0D,왕십리로5길 9-2,은준***,동남아/인도음식,뚝섬,2020-03-19,,0,왕십리로
7A193CFDAB,왕십리로6길 4-5,간빠*****,이자카야,뚝섬,2024-05-17,,0,왕십리로
E9CAEBD784,용답중앙11길 13,남원***,한식-해물/생선,답십리,2018-05-14,2023-11-27,1,용답중앙
7D3670AAC1,용답중앙11길 13,남원***,한식-해물/생선,답십리,2023-11-27,,1,용답중앙
41865131B6,용답중앙13길 14,배떡*****,분식,답십리,2023-05-04,,0,용답중앙
848399AA13,용답중앙13길 15,대도****,한식-육류/고기,답십리,2023-08-21,,0,용답중앙
6780FF33B7,용답중앙15길 10,행복*********,한식-육류/고기,답십리,2024-08-28,,0,용답중앙
003AC99735,용답중앙15길 12,메가************,커피전문점,답십리,2019-10-17,,1,용답중앙
ABB4516DD1,용답중앙15길 14,치커*****,축산물,답십리,2023-01-27,,0,용답중앙
9734D7A3A7,용답중앙15길 14,다우*************,한식뷔페,답십리,2019-09-04,,0,용답중앙
2B355A80CB,용답중앙15길 14,치커****,한식-육류/고기,답십리,2022-05-25,,0,용답중앙
B215092E54,용답중앙15길 15,사보******,분식,답십리,2023-11-28,,0,용답중앙
86B7149C4A,용답중앙15길 16,혁이*,분식,답십리,2023-08-04,,0,용답중앙
A248404D2E,용답중앙15길 17,하마*,이자카야,답십리,2020-06-29,,0,용답중앙
0D2FB82EB4,용답중앙15길 17,원할**********,한식-육류/고기,답십리,2018-01-09,,1,용답중앙
86129404BB,용답중앙15길 18,빽다********,커피전문점,답십리,2021-03-24,,1,용답중앙
6C3AFD20C1,용답중앙길 45-2,노워***************,카페,답십리,2023-12-22,,0,용답중앙길
19D3456A64,용답중앙길 47-1,타*,일식당,답십리,2017-05-11,,0,용답중앙길
1395C1AB53,용답중앙길 47-1,타*,이자카야,답십리,2024-08-28,,0,용답중앙길
40555676A3,용답중앙길 57-1,한우**,한식-육류/고기,답십리,2024-03-27,,0,용답중앙길
A3550D0BEC,용답중앙길 57-1,5오***,일식-덮밥/돈가스,답십리,2024-05-02,,0,용답중앙길
68F1BBE833,용답중앙길 87-1,수동*,중식당,답십리,2020-01-08,,0,용답중앙길
79EBBF0E89,자동차시장길 42,그늘*,카페,자동차시장길,2022-03-02,,0,자동차시장길
BB0E64E609,자동차시장길 49,그린****************,한식뷔페,자동차시장길,2023-09-18,,0,자동차시장길
064F68DA7E,한림말3길 15-12,엄마**,백반/가정식,옥수,2022-11-18,,0,한림말
EA1657CCD1,한림말3길 15-16,심플********,백반/가정식,옥수,2024-01-19,,0,한림말
093D848452,한림말3길 15-16,치카***,일식-우동/소바/라면,옥수,2023-12-21,,0,한림말
C1A729DDD7,행당로17길 1-45,에이******,요리주점,왕십리,2019-10-17,,0,행당로
EA734570C0,행당로17길 13-1,꽁당*****,백반/가정식,왕십리,2019-05-22,,1,행당로
DB1E0B5C1E,행당로17길 19-1,술에*****,호프/맥주,왕십리,2018-04-04,,0,행당로
5960275B4D,행당로17길 19-2,오빠********,이자카야,왕십리,2024-03-08,,0,행당로
28718E3BF1,행당로17길 22-1,행당**,호프/맥주,왕십리,2016-12-01,,0,행당로
D02B6565D1,행당로17길 23-1,마왕**,한식-단품요리일반,왕십리,2018-06-04,,1,행당로
1F4203EA83,행당로1길 21-10,카페**,카페,행당,2021-03-24,,0,행당로
4207B38494,행당로8길 15-13,인생**,백반/가정식,행당,2019-05-22,,0,행당로
3C57E8E398,마장로37길 40 (마장동),온다***,축산물,마장동,2023-11-01,,0,마장로
E427B5E29F,고산자로12길 1-1,뜨아******,커피전문점,왕십리,2021-03-22,,0,고산자로
155590DFC1,고산자로18길 5-1,그린**,축산물,왕십리,2023-12-18,,0,고산자로
A7429A4A77,고산자로24길 4-1,현대**,축산물,마장동,2019-09-10,,0,고산자로
5F0AAEF5DF,고산자로2길 10-4,치킨***,치킨,왕십리,2020-09-02,,1,고산자로
9C5E0BDC5F,고산자로2길 10-5,봉앗*,농산물,왕십리,2021-05-31,,0,고산자로
30BB73F860,고산자로2길 10-7,비에***********,치킨,왕십리,2023-08-09,,1,고산자로
3F995F0EF7,고산자로6가길 21,얼음********,식료품,왕십리,2023-06-05,,0,고산자로
EA3F4A792D,고산자로6길 31-1,닥엔*******,치킨,왕십리,2021-03-11,,1,고산자로
40AA7DDA7E,고산자로6길 31-2,또야*,백반/가정식,왕십리,2021-04-09,2025-08-11,0,고산자로
F8A788D183,광나루로4가길 13,본지*****,카페,성수,2024-01-18,,0,광나루로
7D42A19B65,광나루로4가길 13,본지*****,베이커리,성수,2023-10-19,,0,광나루로
10BF2110CC,광나루로4길 1-10,올드*********,커피전문점,성수,2024-08-05,,0,광나루로
FA4EC253FD,광나루로4길 1-16,우오*******,양식,성수,2021-04-28,,0,광나루로
8A9ADB6743,광나루로4길 1-16,우오*****,양식,성수,2024-06-10,,0,광나루로
9A56B5D116,독서당로 301-101,미*,백반/가정식,금남시장,2024-07-09,,0,독서당로
31F9AECFCC,독서당로48길 8-1,메밀*******,한식-국수/만두,금남시장,2020-12-08,,0,독서당로
C058744372,독서당로59다길 8,벧엘****,식료품,금남시장,2020-05-26,,0,독서당로
F0CC0C4D8F,독서당로60길 6-1,성동*******,농산물,금남시장,2018-04-06,,0,독서당로
4FF5BC13EF,마장로33길 37-13,대박**,백반/가정식,마장동,2018-03-15,,0,마장로
5C58B2EF46,마장로35길 112-1,일우**,식료품,마장동,2021-12-02,,0,마장로
B2FEC8DC0B,마장로35길 112-4,한나*******,축산물,마장동,2022-02-25,,0,마장로
