가맹점구분번호,가맹점주소,가맹점명,업종,상권,개설일,폐업일,프랜차이즈여부
FA74A080E1,광나루로6길 35,프로*****,백반/가정식,뚝섬,2021-08-13,,0
86D332A825,광나루로6길 35,이삭***,샌드위치/토스트,뚝섬,2018-08-23,,1
129DB16365,광나루로6길 35,아토**********,샌드위치/토스트,뚝섬,2024-04-26,,0
8B132478F2,광나루로6길 35,토프********,한식-단품요리일반,뚝섬,2019-11-12,,0
33630D7FC6,광나루로8길 10,다담****,한식-단품요리일반,뚝섬,2021-11-15,,0
0EC92894F0,금호로1길 41-1,빙동*****,아이스크림/빙수,금남시장,2024-10-07,,0
39E9AADD30,금호산2길 11-1,비에***********,치킨,금남시장,2021-07-28,,1
DA66A755A8,금호산2길 15-1,담양**********,한식-육류/고기,금남시장,2021-01-19,,0
1829BF330D,금호산2길 17-1,원조***,반찬,금남시장,2019-03-13,,0
263A2454D1,금호산2길 17-1,란*,호프/맥주,금남시장,2017-09-13,,0
BA69E3CDB0,금호산2길 18-1,화락***********,치킨,금남시장,2024-03-26,,0
0C52600659,금호산2길 25-1,금호***,건강원,금남시장,2024-07-17,,0
B03818B768,금호산2길 26-3,스시**,일식당,금남시장,2021-03-08,,0
6F534D5C41,금호산2길 28-2,콩나******,백반/가정식,금남시장,2018-01-15,,0
0DE3499749,독서당로 194-1,카페*********,카페,옥수,2017-08-28,,0
A306307EAE,독서당로 194-1,노리*,백반/가정식,옥수,2016-08-25,,0
FD00BD4D69,독서당로 216-1,고찌****,일식-덮밥/돈가스,옥수,2022-03-07,,0
BC2FFDF526,독서당로 267-6,산청**,한식-육류/고기,금남시장,2019-03-18,,0
97F13CDA75,독서당로 274-1,야키******,일식당,금남시장,2024-04-19,,0
F1A467E06E,독서당로 293-8,한마*******,한식-육류/고기,금남시장,2024-12-02,,0
A8934A6565,독서당로 295-1,얌*,분식,금남시장,2022-10-06,,1
F72B20D757,독서당로 295-1,타탄*****************,한식-단품요리일반,금남시장,2023-05-25,,0
1B13E9E623,독서당로 295-5,무수*,양식,금남시장,2024-05-13,,0
078E739D39,독서당로 295-5,골목**,포장마차,금남시장,2023-10-10,,0
C9FF8B2E0B,독서당로 295-5,엄마*****,한식-찌개/전골,금남시장,2023-10-25,,0
A730AA5039,독서당로 296-1,맘스******,햄버거,금남시장,2020-02-18,,1
1AB3F0C3B0,독서당로 296-1,진숙**,백반/가정식,금남시장,2018-12-14,,0
EFB11372BE,독서당로 297-2,호호***,분식,금남시장,2024-08-29,,0
F0879D5E1E,독서당로 297-2,금대***,축산물,금남시장,2020-12-02,,0
CA81C3788D,독서당로 297-3,반도***,농산물,금남시장,2019-01-29,,0
7D0EEB730E,독서당로 297-3,돈가********,한식-단품요리일반,금남시장,2020-12-04,,0
46B7CF90B2,독서당로 297-8,홍가*****,한식-단품요리일반,금남시장,2023-10-24,,0
50FB1F6C45,독서당로 297-9,정광**,농산물,금남시장,2017-12-01,,0
E7BA575772,독서당로 299-5,은성**,한식-육류/고기,금남시장,2018-09-04,,0
B6660D3A83,독서당로 299-6,매우*,한식-육류/고기,금남시장,2020-07-13,,0
78331023E2,독서당로 301-1,청주*****,도너츠,금남시장,2021-07-01,,0
B9FFD4B49A,독서당로 303-2,풍천**,한식-해물/생선,금남시장,2022-06-20,,1
72AC62D037,독서당로 303-5,금호**,식료품,금남시장,2023-05-24,,0
B683D261A6,독서당로 303-7,금남************,치킨,금남시장,2022-11-07,,0
673E2D3411,독서당로 312-1,갈비*****,한식-국밥/설렁탕,금남시장,2023-07-28,,0
6A584E1D14,독서당로48길 4,미니**,카페,금남시장,2020-08-05,,0
1B8A35EA99,독서당로48길 6,하이****************,양식,금남시장,2021-04-28,,0
1D20FA334E,독서당로48길 9,간지******,요리주점,금남시장,2024-12-06,,0
DF32149DAD,독서당로50길 1,키라***,호프/맥주,금남시장,2020-12-17,,0
00DA1813DE,독서당로60길 2,망고***,청과물,금남시장,2019-09-05,,0
026EBC2ED1,독서당로60길 2,티엔************,동남아/인도음식,금남시장,2023-04-03,,0
AC6E8AC491,독서당로60길 4,한남*****,축산물,금남시장,2022-10-31,2025-07-30,0
5F4D724ED3,독서당로62길 4,가온*,백반/가정식,금남시장,2019-08-12,,0
DE2D4A4E86,동호로2길 28-1,광명**,식료품,금남시장,2021-12-06,,0
C1B6121B9C,뚝섬로1가길 14,치카*****************,베이커리,성수,2022-12-22,,0
9371F76478,뚝섬로1길 55-1,샐러*******,백반/가정식,뚝섬,2023-06-13,,0
D5F0182675,뚝섬로3나길 11,정*,카페,성수,2024-04-24,,0
F59ADB02C2,뚝섬로9길 11-1,문문*,백반/가정식,성수,2024-07-16,,0
7001FF8251,뚝섬로9길 13-1,팬톤****,양식,성수,2023-06-05,,0
AAA80B422A,뚝섬로9길 13-1,호감*,이자카야,성수,2022-03-30,,0
8934C5353C,마장로31가길 2,자매**,백반/가정식,마장동,2017-10-17,,0
386397E23E,마장로31가길 5,동명**,축산물,마장동,2021-06-21,,0
C525E44DDB,마장로31가길 5,희망**,축산물,마장동,2021-12-20,,0
289FECEDF1,마장로31가길 5,동명**,축산물,마장동,2021-12-22,,0
A5252A18CF,마장로31가길 5,선광**,축산물,마장동,2022-05-04,,0
33B68F414D,마장로31가길 6,수정**,식료품,마장동,2022-08-03,,0
E569E14F36,마장로35나길 4,길모****,커피전문점,마장동,2017-06-29,,0
1EC413BB05,마장로35나길 5,신호**,축산물,마장동,2020-10-13,,0
C08E57AC76,마장로35나길 9,남문******,한식-찌개/전골,마장동,2024-03-14,,0
1FD34CB47A,마장로35다길 7,세원**,축산물,마장동,2021-01-21,,0
48A2E5A7D3,마장로35다길 8,대성****,축산물,마장동,2023-08-02,,0
4069628130,마장로35다길 9,OM***,축산물,마장동,2017-04-24,,0
61E9DEEBD7,마장로35다길 9,마천**,축산물,마장동,2023-09-14,,0
3DFABAA899,마장로35다길 9,예농***,축산물,마장동,2024-03-27,,0
07048B6141,마장로35라길 9,한남**,백반/가정식,마장동,2020-06-10,,0
C99550815C,마조로16길 3-6,쏘앤**************,농산물,한양대,2023-12-11,,0
6B57A63A62,마조로1가길 11,왕십*****************,포장마차,한양대,2024-12-02,,0
2A74299DD1,마조로1가길 14,도담*******,치킨,한양대,2023-09-11,2025-04-07,1
3531297CCD,마조로1가길 16,한신*******,포장마차,한양대,2022-02-03,,1
E9CC23245B,마조로1길 26-5,싼(***********,피자,한양대,2022-01-06,2024-03-05,0
1023E7B792,마조로1길 40-1,주*,요리주점,한양대,2024-06-19,,0
EE79357E42,마조로3가길 10,미미**********,꼬치구이,한양대,2021-03-19,,0
BABA730F00,마조로3가길 10,생마*****,이자카야,한양대,2023-11-28,,0
9B4EED47A6,마조로3가길 11,마장**,한식-육류/고기,한양대,2017-11-10,,0
E79BB5C3F3,마조로3가길 12,포차*,포장마차,한양대,2024-04-11,,0
EC8D405566,마조로3가길 12,계맛*****,한식-육류/고기,한양대,2022-11-04,,0
2743897872,마조로3가길 15,용용*******,요리주점,한양대,2019-12-10,,0
AB9C75D921,마조로3가길 18,무지********,호프/맥주,한양대,2020-09-04,,0
FEA22C8CC8,마조로3가길 18,92******,한식-육류/고기,한양대,2024-11-27,,0
FCBE9BD039,마조로3가길 21,달*,한식-단품요리일반,한양대,2020-07-01,,0
90AFF4E6B1,마조로3가길 25,김복*************,호프/맥주,한양대,2022-07-22,2025-04-08,0
6A405B55C3,마조로3가길 25,몽*,백반/가정식,한양대,2024-02-19,,0
70B13460CE,마조로3가길 30,오*,이자카야,한양대,2020-07-17,,0
FEFBDB41EA,마조로3가길 30,수세*,한식-단품요리일반,한양대,2021-05-31,,0
D438843206,마조로3나길 20,춘*,일식당,한양대,2018-07-02,,0
5E8B3A9C0F,마조로3나길 26,곱분*********,한식-육류/고기,한양대,2016-08-19,,0
5FE888BC65,마조로3나길 27,메종****,백반/가정식,한양대,2024-04-22,,0
9E304D405E,마조로3나길 28,본참*,일식당,한양대,2021-12-03,,1
E1D3268137,마조로5길 4-10,은현******,요리주점,한양대,2023-08-03,,0
C8E76C194D,마조로5길 4-11,칠구**************,한식-단품요리일반,한양대,2017-11-30,,0
98ACFD8C28,마조로5길 4-12,왕십****,한식-해물/생선,한양대,2023-10-05,,0
3D8F0EC508,마조로5길 4-16,완미********,한식-육류/고기,한양대,2023-08-29,,0
5196197266,마조로7길 12-1,삼목*,한식-육류/고기,한양대,2019-07-12,,0
F5FA25FE2A,무수막18길 6-2,홍대****,식료품,신금호,2023-05-30,,0
158A1920D0,무수막길 89-31,레몬*,카페,신금호,2019-04-29,,0
832EC92421,무수막길 89-38,비비***********,치킨,신금호,2023-04-05,,1
D52B8311A4,무학로2나길 28,푸른**,한식-해물/생선,왕십리,2018-11-20,,0
B50F3C905B,무학로4길 29-1,소점**,백반/가정식,왕십리,2022-06-09,,0
E2A8F11930,무학로6길 36-2,꼬숩*************,백반/가정식,왕십리,2024-10-29,,0
0961D33241,무학로8길 28-1,까페*****************,카페,왕십리,2019-09-10,,0
727C56F5CD,무학봉15가길 4,달*,동남아/인도음식,왕십리,2023-05-03,,0
33E070A5FE,무학봉15가길 7,한국**,청과물,왕십리,2018-09-07,,0
1ADFDEE86A,무학봉15다길 2,왕십***,치킨,왕십리,2018-12-24,,0
9B74A58D26,무학봉15다길 4,스멜*,베이커리,왕십리,2021-08-13,,0
6FB12F3636,무학봉15다길 4,째깐********,커피전문점,왕십리,2023-03-28,,0
1678DC823A,무학봉28길 3-1,수컷**,요리주점,왕십리,2022-04-14,,0
2AD96F80A2,무학봉28길 4-1,버텍***************,양식,왕십리,2023-04-28,,0
0B36DDFB1B,무학봉28길 4-1,우마***********,이자카야,왕십리,2023-10-17,,0
34CF430710,무학봉28길 4-1,프로******,백반/가정식,왕십리,2023-08-18,,0
9F71F05B15,무학봉28길 4-1,팔공**,한식-단품요리일반,왕십리,2022-01-06,,0
03A581D873,사근동12길 7-1,원조*******,한식-단품요리일반,한양대,2017-08-30,,0
A6A47A48A2,살곶이8길 18-1,틴토*******,양식,한양대,2022-10-18,,0
FBBAC0BE34,살곶이길 346-1,두마***********,한식-육류/고기,마장동,2022-04-07,,1
C70D8E86E1,서울숲2길 12-8,웨스***,베이커리,뚝섬,2023-06-07,,0
A4A1BC46DF,서울숲2길 14-8,고스****,카페,뚝섬,2024-12-02,,0
098BA50B44,서울숲2길 14-8,온*,백반/가정식,뚝섬,2023-05-11,,0
1938F6377B,서울숲2길 16-9,븨브*****,양식,뚝섬,2024-07-16,,0
203E53DC61,서울숲2길 20-8,오일**********,백반/가정식,뚝섬,2022-04-04,,0
125C6AE5AF,서울숲2길 24-8,섬타*****,베이커리,뚝섬,2023-12-19,,0
1AC1527C9A,서울숲2길 46-9,프롬**********,베이커리,뚝섬,2024-05-20,,0
AF1096FAF2,서울숲4길 18-8,도우****,일식-덮밥/돈가스,뚝섬,2024-08-06,,0
794735AD42,서울숲4길 20-1,이리**************,카페,뚝섬,2024-05-20,,0
3D4F4809F0,서울숲4길 22-7,훈*,일식당,뚝섬,2022-06-22,2023-11-13,0
92189088E5,서울숲4길 22-7,훈*,일식당,뚝섬,2023-11-13,,0
39975534D9,서울숲6길 16-1,봉땅*********,도너츠,뚝섬,2024-01-03,,0
D402962627,성덕정15길 2-5,우리******,한식-국수/만두,성수,2019-06-25,,0
92319F9F84,성덕정15길 2-9,울보**,분식,성수,2024-07-08,,0
33FFBE73C4,성덕정15길 4-3,락*,한식-해물/생선,성수,2020-04-10,,0
A5DA4E1003,성덕정15길 4-7,섬 ***,양식,성수,2023-04-28,,0
90D9F5AEB2,성덕정15길 5-1,성수***,와인바,성수,2022-05-02,,0
D401EA47BD,성덕정15길 6-1,꿈*,양식,성수,2024-10-25,,0
640F63B1EB,성덕정17길 3-1,성수**,이자카야,성수,2024-09-09,,0
39ADC0C466,성덕정17길 7-1,오늘*****,일식-참치회,성수,2021-05-20,,0
2EBD1956DE,성덕정3길 10-1,성수******,분식,성수,2022-02-21,,0
ABD0A001AF,성덕정길 101-2,꺅*,요리주점,성수,2024-08-16,,0
5217838A3C,성덕정길 111-1,대포*,포장마차,성수,2018-08-07,,0
46F5D36BCA,성덕정길 95-13,더 *****,한식-국밥/설렁탕,성수,2023-07-10,,0
B05164E417,성수이로 32-10,호랑***,백반/가정식,성수,2018-02-26,,0
4E4F418B9C,성수이로12길 8,라무*,일식당,성수,2022-09-19,,0
F0B6F6E0EA,성수이로12길 8,노이*****,동남아/인도음식,성수,2022-08-10,,0
2FC5FFC0AA,성수이로14길 1,라무***********,꼬치구이,성수,2019-07-12,,1
8EF97B1238,성수이로14길 7,구아*,일반 유흥주점,성수,2022-04-18,,0
EC4263AD5F,성수이로14길 7,세스***,샌드위치/토스트,성수,2021-07-14,,0
44EEDD0526,성수이로3길 23,성수*****,아이스크림/빙수,성수,2021-05-27,,1
FCE9571860,성수이로6길 11,어페***,커피전문점,성수,2019-11-25,,0
BF9955B7C9,성수이로7길 27,코스****,카페,성수,2022-04-14,,0
9AFEF6448B,성수이로7길 27,버터*,카페,성수,2022-07-13,,0
882C56DA42,성수이로7길 27,보배******,중식당,성수,2023-04-07,,0
9F3DC019F2,성수이로7길 27,조이**,한정식,성수,2019-05-27,,0
85265A7A7A,성수이로7길 27,천하*****,한식-육류/고기,성수,2021-12-08,,0
0E1F126D2B,성수이로7길 38,헤이**********,양식,성수,2023-09-21,,0
7AF854D0D5,성수이로7길 46,에이********,피자,성수,2021-04-14,,0
296E11B196,성수일로1길 10,유어******,와인샵,성수,2019-05-09,,0
8939E02566,성수일로1길 10,성수***,일식당,성수,2022-02-10,2025-08-14,0
80498D20B0,성수일로1길 13,아이********,한식-단품요리일반,성수,2022-05-16,,0
19FD619523,성수일로1길 18,오카*****,카페,성수,2022-05-09,,0
CED054F322,성수일로1길 18,퀴바*,와인바,성수,2020-06-17,,0
66FCF97ECE,성수일로3길 12,찬마**,이자카야,성수,2023-06-19,,0
5653B531F7,성수일로4길 25,라스*******,카페,성수,2021-11-25,,0
4F4288168A,성수일로4길 25,매머****************,커피전문점,성수,2022-08-31,,0
1E8F8916F6,성수일로4길 37,스윗**,카페,성수,2024-04-25,,0
9C38AF2E2C,성수일로4길 37,본죽******************,한식-죽,성수,2020-08-11,,1
D9A86A4A3C,성수일로4길 37,하루*,일식-덮밥/돈가스,성수,2017-03-23,,0
69C015926E,성수일로4길 45,성수******,한식-육류/고기,성수,2022-01-26,2025-08-20,0
738376575C,성수일로4길 45,문화**,한식-단품요리일반,성수,2023-04-21,,0
42C1209E01,성수일로4길 46,우리***,한식-국수/만두,성수,2020-06-29,,0
7B78BDBDBA,성수일로4길 46,도담***,한식-국밥/설렁탕,성수,2020-07-01,,0
EC9F8C60ED,성수일로4길 48,성수****,백반/가정식,성수,2023-03-06,,0
358F65FE30,성수일로6길 47,글리*,일반 유흥주점,성수,2020-02-25,,0
EAD0ED7E79,성수일로8길 16,백정***,한식-육류/고기,성수,2023-04-06,,0
F4F3149034,성수일로8길 39,미*,중식당,성수,2018-04-18,,0
53893756B9,성수일로8길 39,명가******,백반/가정식,성수,2018-04-24,,0
BF8AD0410C,성수일로8길 40,호랑***,분식,성수,2023-11-01,,0
9F5031D2E1,성수일로8길 40,아웃*****************,일반 유흥주점,성수,2022-06-08,,0
52F11D88C1,성수일로8길 40,어부*,한식-해물/생선,성수,2024-10-02,,0
5725D7EE5E,성수일로8길 41,우야*,한식-단품요리일반,성수,2023-02-10,,0
F8A8FD6F7C,성수일로8길 42,깐부******,치킨,성수,2024-12-17,,1
09A3BB12CC,성수일로8길 42,성수**,베이커리,성수,2022-06-22,,0
5A13DDE2D6,성수일로8길 42,란 ***,한식-국수/만두,성수,2022-05-04,,0
5DD265DF51,성수일로8길 53,오한**********,중식당,성수,2022-09-08,,0
36ABF21B6F,성수일로8길 53,다모***,요리주점,성수,2019-07-02,,0
169ABB9060,성수일로8길 53,팔각*****,한식-육류/고기,성수,2024-03-18,,0
13A08DED0C,성수일로8길 60,교대*******,백반/가정식,성수,2021-11-09,,1
4C8487EFAE,아차산로13길 2,코트***,카페,성수,2022-05-26,,0
ED5C02F6B2,아차산로13길 2,재즈****,일반 유흥주점,성수,2024-05-21,,0
46401389CA,아차산로1길 10,호랭***,카페,뚝섬,2024-08-20,,0
10FA1CC7BC,아차산로5길 26,성수**,백반/가정식,성수,2022-08-02,,0
44A595A22B,아차산로5길 33,미듬**,한식뷔페,성수,2024-07-18,,0
ECAA46191A,아차산로7길 11,피잇**********,피자,성수,2020-12-15,,0
4C102E76F9,아차산로7길 14,호랑****,한식-단품요리일반,성수,2017-04-05,,0
D09E2B3D82,아차산로7길 15,본죽*******,한식-죽,성수,2017-08-28,,1
AC38610082,아차산로7길 15,글*,일반 유흥주점,성수,2017-03-29,2025-07-29,0
6EA068280B,아차산로7길 18,강다*****,분식,성수,2023-08-16,,0
6FD5401343,아차산로7길 18,노을***,한식-육류/고기,성수,2022-06-22,,0
0BE7C060B5,아차산로7길 20,성수***,중식당,성수,2019-06-17,,0
A55F21CAF1,아차산로7길 20,움(*****,백반/가정식,성수,2023-05-09,,0
C229B393D6,아차산로7길 21,씨탑******,인삼제품,성수,2023-09-19,,0
3C54A75A81,아차산로7길 21,멍텅*********,한식-해물/생선,성수,2024-06-07,,0
494DCC4C5F,아차산로7길 22,피자*********,피자,성수,2019-11-01,,1
D1AD4D966E,아차산로7길 22,코코*****,베이커리,성수,2019-12-13,,1
B4F160AD97,아차산로7길 28,성수**,와인바,성수,2020-11-13,2025-08-21,0
0C579C8DE3,아차산로7길 28,그린****,한식뷔페,성수,2017-05-18,,0
882533C9E4,아차산로7길 29,서울**,백반/가정식,성수,2022-10-04,,0
C948BD5C50,아차산로7길 29,김뚜**********,한식-찌개/전골,성수,2022-10-12,,0
0BD77C00B4,아차산로7길 36,코쿤****,식료품,성수,2023-06-21,,0
78B4B81E3F,아차산로7길 36,이키*****,일식당,성수,2020-08-28,,0
3A0FA79FF3,아차산로7길 36,아카**,이자카야,성수,2022-08-16,,0
CC1114DFB5,아차산로7길 36,정든*,백반/가정식,성수,2018-12-14,,0
7D81241546,아차산로7길 36,돼지*****,한식-육류/고기,성수,2024-03-19,,0
E9BFE7C269,아차산로7길 36,더양*********,한식-국밥/설렁탕,성수,2024-01-03,,0
4D639B5299,아차산로7길 41,레드***,양식,성수,2022-07-05,,0
AAC0448147,아차산로7길 41,호담****,한식-국밥/설렁탕,성수,2024-08-02,,0
F8BB3FFD0D,아차산로7길 43,슈퍼**,한식-육류/고기,성수,2021-07-19,,0
DC1615940E,연무장1길 15-1,르베**,한식-단품요리일반,성수,2021-07-27,,0
798CF98A22,연무장3길 9-14,이와**,요리주점,성수,2023-04-24,,0
E8D1233979,연무장3길 9-14,해*,백반/가정식,성수,2024-11-19,,0
D83C7B324D,연무장5가길 20,까사*********,양식,성수,2017-09-05,,0
1CFE4CFBFB,연무장5가길 20,성수**,양식,성수,2021-08-31,,0
0328418F66,연무장5가길 24,솔솥****,백반/가정식,성수,2021-12-08,,0
2CFE1C6776,연무장5가길 25,루루******,와인바,성수,2023-05-23,,0
88D02E190E,연무장5가길 25,멘야*******,일식당,성수,2020-10-20,,0
231E0650F8,연무장5가길 25,하오**,중식당,성수,2019-10-17,,0
F0082429E9,연무장5가길 25,투썸***************,커피전문점,성수,2018-09-13,,1
CC6E68F51E,연무장5가길 25,효자**********,한식-육류/고기,성수,2022-06-28,,0
F34A09F515,연무장5가길 25,마시***********,한식-찌개/전골,성수,2024-10-31,,0
B1AD8ED803,연무장5가길 25,성수****,한식-해물/생선,성수,2023-12-07,,0
20EF59F929,연무장5가길 25,신선*******,한식-단품요리일반,성수,2022-03-24,,0
FD52FCDA1B,연무장5가길 25,리파*****,한식-단품요리일반,성수,2023-04-19,,0
7FB3EF9274,연무장5가길 26,탐*,일식당,성수,2020-04-09,,0
1F514EF208,연무장5가길 26,탄스****,일식당,성수,2022-05-19,,0
4074003379,연무장5가길 32,베커*****,베이커리,성수,2024-05-23,,0
01744C5370,연무장5길 9-16,성수*****,한식-단품요리일반,성수,2022-01-11,,0
CA54464181,연무장9길 10-1,케익*****,카페,성수,2024-06-03,,0
AE0203735E,연무장길 109-1,한돈*****,한식-육류/고기,성수,2021-11-29,,0
B6CBC8DA9A,연무장길 37-17,오우*,이자카야,성수,2024-05-13,,0
DC3C4F794B,연무장길 37-18,리호********,와인바,성수,2023-04-03,,0
607010FDDB,연무장길 37-22,샤베*,이자카야,성수,2024-02-20,,0
C83AA6A77D,연무장길 39-13,성수***,요리주점,성수,2023-09-20,,0
53F2CA13C6,연무장길 39-13,목*,이자카야,성수,2023-11-23,,0
32B3B5A4E4,연무장길 39-15,소바******,일식-우동/소바/라면,성수,2023-08-09,,0
71C2A58868,연무장길 39-21,요이****,일식당,성수,2024-12-06,,0
6C347DBCB1,연무장길 39-29,레이********,카페,성수,2019-11-28,,0
C5DBF39698,연무장길 41-19,아가*******,아이스크림/빙수,성수,2023-04-17,,0
C3EB37225E,연무장길 41-19,37***********,한식-단품요리일반,성수,2023-05-12,,0
11C88CAEC4,연무장길 41-22,굿갓**********,양식,성수,2020-02-27,,0
36BADF35EC,연무장길 41-22,텐*,일식당,성수,2021-12-09,,0
8DD2137D28,연무장길 41-22,청주**,요리주점,성수,2020-04-07,2025-08-14,0
BCC0F33208,연무장길 41-26,금*,백반/가정식,성수,2023-05-04,,0
D612EC720C,연무장길 41-26,성수**,한식-해물/생선,성수,2019-12-18,,0
42F4442B86,연무장길 41-26,포유***,동남아/인도음식,성수,2024-02-16,,0
5D0C1CAA5E,왕십리광장로 6,라밥******,분식,왕십리,2020-09-25,,0
3DE56E2069,왕십리광장로 6,방배********,분식,왕십리,2024-05-03,,0
D47A773B8E,왕십리광장로 6,스시****,일식당,왕십리,2020-04-28,,0
5654DA6B2C,왕십리로 108-1,써브*******,샌드위치/토스트,뚝섬,2017-09-08,,1
26ACE594E8,왕십리로 215-2,플랏*********,카페,한양대,2021-11-30,,0
87D1FC164F,왕십리로 217-1,피자**********,피자,한양대,2017-03-15,,1
4EF5BD22BD,왕십리로 219-1,제이*****,양식,한양대,2024-02-02,,0
26DE9DB5A2,왕십리로 221-5,묵사*,한식-단품요리일반,한양대,2020-06-02,,0
79D27C8940,왕십리로 273-1,세나*****,백반/가정식,왕십리,2024-07-26,,0
D267FDAB6F,왕십리로 273-1,배달****,동남아/인도음식,왕십리,2020-03-06,,1
97BB136954,왕십리로 291-2,고기****,한식-육류/고기,왕십리,2020-06-30,2024-04-26,0
43397BFE31,왕십리로 291-2,고기****,한식-육류/고기,왕십리,2024-04-26,,0
677DAF15F8,왕십리로 294-2,에프******,햄버거,왕십리,2021-09-24,,0
D573756B9C,왕십리로 311-1,프란****,요리주점,왕십리,2018-04-17,,0
D85CD85462,왕십리로 311-1,낭만*********,한식뷔페,왕십리,2022-11-24,,0
BA7F9E4F9A,왕십리로 311-1,돈카**********,일식-덮밥/돈가스,왕십리,2020-05-08,,0
CAD1383581,왕십리로 330-6,사파*,룸살롱/단란주점,왕십리,2023-12-20,,0
36A38785F3,왕십리로 381-1,동글**,분식,왕십리,2020-07-09,,0
40057A0E5A,왕십리로 66-10,벨라***,양식,왕십리,2022-01-26,,0
8BD25C78F3,왕십리로 66-26,한냄*,일식당,왕십리,2019-12-17,,0
EC4C74B567,왕십리로 66-26,혁신***********,한식-해물/생선,왕십리,2019-07-11,,0
6186386DED,왕십리로 66-29,역삼***,한식-국수/만두,왕십리,2020-08-20,,0
21B52E1F0F,왕십리로 66-33,단일**,카페,왕십리,2020-06-15,,0
65D60A05BA,왕십리로 83-21,온리******,카페,뚝섬,2024-03-21,,0
4A347AF852,왕십리로10길 6,라이****,베이커리,뚝섬,2024-06-05,,0
9287BD85F2,왕십리로10길 6,역전**************,호프/맥주,뚝섬,2023-11-10,,1
623E90D289,왕십리로10길 6,커피**************,커피전문점,뚝섬,2024-10-10,,0
0BFA50A379,왕십리로10길 8,성수*********,포장마차,뚝섬,2024-10-18,,0
692F6314A6,왕십리로14길 8,스시***,일식당,뚝섬,2018-05-04,,0
33E3AC210C,왕십리로20길 8,크라********,요리주점,왕십리,2024-08-27,,1
5CAFB11F16,왕십리로20길 8,슈엔*,일반 유흥주점,왕십리,2018-10-15,,0
E63D672DD1,왕십리로20길 8,오렌*,일반 유흥주점,왕십리,2022-11-10,,0
7656BE5765,왕십리로20길 8,왕십****,한식-육류/고기,왕십리,2019-09-18,,0
FDFE021BDE,왕십리로22길 3,땡*,일반 유흥주점,왕십리,2021-10-05,,0
F05B47B74E,왕십리로22길 6,스시***,일식당,왕십리,2021-12-10,,0
3E82760740,왕십리로22길 6,감성**,호프/맥주,왕십리,2020-08-24,,0
D23184A6DD,왕십리로22길 8,인*,한식-육류/고기,왕십리,2024-06-25,,0
BB958EC353,왕십리로24길 3,육*,한식-육류/고기,왕십리,2023-03-28,,0
26DA5D7B15,왕십리로24길 3,안동*,룸살롱/단란주점,왕십리,2019-10-02,,0
D7FE7C347D,왕십리로24길 5,강금****,한식-해물/생선,왕십리,2021-08-04,,0
AD98FC8B76,왕십리로24길 5,테*,룸살롱/단란주점,왕십리,2020-04-03,,0
D6745235EA,왕십리로24길 7,왕도*,요리주점,왕십리,2023-09-19,,0
91BC1C6D21,왕십리로24길 8,페라*,일반 유흥주점,왕십리,2024-06-03,,0
E68971A4E9,왕십리로24길 9,토메*****,일식당,왕십리,2024-02-23,,0
8BD86B08D1,왕십리로26길 8,오뚜***,백반/가정식,왕십리,2017-10-11,,0
097459D735,왕십리로28길 8,대원****,한식-육류/고기,왕십리,2024-03-21,,0
2E4CDEA048,왕십리로2길 30,라플***********,카페,뚝섬,2023-11-02,,0
9149125725,왕십리로2길 34,목*,양식,성수,2020-03-13,,0
BBE9114104,왕십리로2길 34,희*,양식,성수,2021-06-07,,0
19DDC941DD,왕십리로30길 1,나능******,한식-육류/고기,왕십리,2023-11-22,,1
360AF1A8EC,왕십리로30길 4,국수**,한식-국수/만두,왕십리,2020-06-23,,0
3F6CA06921,왕십리로31길 4,술래**,한식-단품요리일반,왕십리,2018-05-23,,0
D78D9659F1,왕십리로31길 6,메이***,카페,왕십리,2023-02-08,,0
9971417E96,왕십리로31길 8,오루********,카페,왕십리,2022-08-26,,0
E36F634F38,왕십리로33길 3,상왕**,한식-육류/고기,왕십리,2023-02-27,,0
730914BE0E,왕십리로33길 8,상왕**,카페,왕십리,2021-12-31,,0
755DCC736B,왕십리로4길 13,술래***,한식-감자탕,뚝섬,2019-09-05,,0
2996AB4D5A,왕십리로4길 16,야몽**,양식,뚝섬,2024-09-19,,0
025B95F178,왕십리로4길 16,짬뽕**,중식당,뚝섬,2017-08-16,,0
7149E85111,왕십리로4길 19,맛닭*,치킨,뚝섬,2021-04-27,,1
7C472E221F,왕십리로4길 24,오와***,요리주점,뚝섬,2024-11-04,,0
092717B584,왕십리로4길 26,나나**,한식-해물/생선,뚝섬,2020-07-23,,0
2D956479FE,왕십리로5길 10,서울********,치킨,뚝섬,2019-04-19,,0
5712EA8578,왕십리로5길 11,배치*********,일반 유흥주점,뚝섬,2022-12-30,,0
C04EA4122D,왕십리로5길 12,홍성*,백반/가정식,뚝섬,2024-05-09,,0
ECCBAE7ACB,왕십리로5길 19,앳 **,카페,뚝섬,2023-01-20,,0
FF329A450D,왕십리로5길 19,에빠******,한식-단품요리일반,뚝섬,2023-02-10,,0
4774C089CA,왕십리로6길 16,이*,백반/가정식,뚝섬,2023-06-30,,0
FB93D1F30E,왕십리로8길 10,고*,한식-육류/고기,뚝섬,2018-05-03,,0
A864979D3D,왕십리로8길 21,까까**,양식,뚝섬,2020-11-25,,0
A0ECC5DBE5,왕십리로8길 21,바타********,샌드위치/토스트,뚝섬,2024-01-08,,0
