가맹점구분번호,가맹점명,상권,가맹점주소,가맹점주소_세부,업종,프랜차이즈여부,개설일,폐업일,대분류,25년기준_운영개월수,영업기간_구간
5864A763E4,마루***,성수,성수일로,성수일로8길 5,한식-단품요리일반,0,2021-12-01,,식사_그룹_0,44,2. 성장기(죽음의계곡)
FDE93C77D7,대한**,송정,송정,송정12마길 23,식료품,0,2020-09-15,,비외식소매,59,3. 성숙기
5386608DEC,아랫***,송정,송정,송정14길 14-1,백반/가정식,0,2018-10-29,,기타,82,3. 성숙기
20B38FBA58,문화*****,뚝섬,아차산로,아차산로1길 9,양식,0,2022-08-18,,식사_그룹_1,36,2. 성장기(죽음의계곡)
9E3A686B70,그리*****,뚝섬,아차산로,아차산로1길 9,베이커리,0,2023-09-15,,카페/디저트,23,1. 초기
77DBEC55AD,카모*****,뚝섬,아차산로,아차산로1길 9,커피전문점,0,2019-12-16,,카페/디저트,68,3. 성숙기
3A52CE5658,성일*******,뚝섬,아차산로,아차산로3길 9,한식-육류/고기,0,2017-09-29,,식사_그룹_1,95,3. 성숙기
28A86E02D8,성일*******,뚝섬,아차산로,아차산로3길 9,한식-육류/고기,0,2017-12-06,,식사_그룹_1,92,3. 성숙기
77CDCFE833,우향******,성수,아차산로,아차산로7길 4,백반/가정식,0,2022-03-25,,기타,41,2. 성장기(죽음의계곡)
307DBEB4EC,등*,성수,아차산로,아차산로7길 4,한식-육류/고기,0,2022-10-24,,식사_그룹_1,34,2. 성장기(죽음의계곡)
1290AD294E,베스*********,성수,아차산로,아차산로7길 4,아이스크림/빙수,1,2023-03-17,,카페/디저트,29,2. 성장기(죽음의계곡)
F3E07DF794,토리***,성수,아차산로,아차산로7길 7,일식당,0,2020-12-09,,식사_그룹_1,56,3. 성숙기
F2119F711A,철길***,성수,아차산로,아차산로7길 7,호프/맥주,0,2023-10-18,,주점/유흥,22,1. 초기
AE41AF8C70,북촌********,성수,아차산로,아차산로7길 7,한식-단품요리일반,1,2016-09-26,,식사_그룹_0,107,4. 장기/쇠퇴기
C31C533DC4,대구****,성수,아차산로,아차산로7길 8,백반/가정식,0,2023-11-30,,기타,21,1. 초기
8B23667254,젠젠****,성수,연무장,연무장11길 10,카페,0,2022-06-13,,카페/디저트,38,2. 성장기(죽음의계곡)
FBC56DE125,쁘띠*****************,화양시장,연무장,연무장15길 11,양식,0,2022-07-29,2025-02-20,식사_그룹_1,37,2. 성장기(죽음의계곡)
33C513E513,맥코***********************,화양시장,연무장,연무장15길 11,커피전문점,0,2023-07-03,,카페/디저트,25,2. 성장기(죽음의계곡)
26FAE231DB,쏘쏘*****,성수,연무장,연무장17길 14,베이커리,0,2022-10-12,,카페/디저트,34,2. 성장기(죽음의계곡)
A5905A359E,차일******,성수,연무장,연무장18길 14,피자,0,2021-11-18,,식사_그룹_0,45,2. 성장기(죽음의계곡)
991AACE110,성수**,성수,연무장,연무장19길 10,요리주점,0,2020-03-09,,주점/유흥,65,3. 성숙기
DDA448BE28,윤식*,성수,연무장,연무장19길 12,한식뷔페,0,2019-03-18,,식사_그룹_0,77,3. 성숙기
B74BDE56CF,호남**,성수,연무장,연무장19길 18,식료품,0,2019-04-08,,비외식소매,76,3. 성숙기
E20F4A8C30,수상****,성수,연무장,연무장19길 18,한식-국밥/설렁탕,0,2024-01-31,,식사_그룹_0,19,1. 초기
2B88E8F026,미*,성수,연무장,연무장5가길 7,양식,0,2021-01-13,,식사_그룹_1,55,3. 성숙기
84768B892E,토메*****,성수,연무장,연무장5가길 7,이자카야,0,2022-09-26,,주점/유흥,35,2. 성장기(죽음의계곡)
03BE2D577F,커피************,성수,연무장,연무장5가길 7,커피전문점,0,2023-07-25,,카페/디저트,25,2. 성장기(죽음의계곡)
A9E4FFF531,부산**,성수,연무장,연무장5가길 7,한식-국수/만두,0,2021-06-07,,식사_그룹_0,50,3. 성숙기
A93F318601,대*,성수,연무장,연무장7가길 2,요리주점,0,2023-04-05,,주점/유흥,28,2. 성장기(죽음의계곡)
007BE37BA2,토리******,성수,연무장,연무장7가길 2,한식-단품요리일반,0,2021-10-13,,식사_그룹_0,46,2. 성장기(죽음의계곡)
B72212ED1C,온*,성수,연무장,연무장7가길 5,요리주점,0,2021-07-05,,주점/유흥,49,3. 성숙기
652AA8E8C5,유스*************,성수,연무장,연무장7가길 9,카페,0,2021-04-20,,카페/디저트,52,3. 성숙기
1166DE00E7,블루***,성수,연무장,연무장7가길 9,와인바,0,2023-01-03,,주점/유흥,31,2. 성장기(죽음의계곡)
C93B3BC4D1,스시**,성수,연무장,연무장7길 7-1,일식당,0,2017-07-13,,식사_그룹_1,97,3. 성숙기
646D7BE313,성수**,성수,연무장,연무장7길 7-1,한식-찌개/전골,0,2020-04-16,,식사_그룹_0,64,3. 성숙기
57ECFF0227,시옹**,성수,연무장,연무장7길 7-1,동남아/인도음식,0,2022-02-25,,기타,42,2. 성장기(죽음의계곡)
63064A8A5C,메가**************,성수,연무장,연무장7길 8-1,커피전문점,1,2018-10-17,,카페/디저트,82,3. 성숙기
D4AA4CAA8D,골든******************,성수,연무장,연무장9길 8-1,중식당,0,2023-06-21,2025-07-03,식사_그룹_0,26,2. 성장기(죽음의계곡)
E74932DE0A,웜브**************,성수,연무장길,연무장길 16-2,베이커리,0,2023-06-19,2025-07-31,카페/디저트,26,2. 성장기(죽음의계곡)
81920AB1D5,르 ***************,성수,연무장길,연무장길 20-1,베이커리,0,2022-11-07,,카페/디저트,33,2. 성장기(죽음의계곡)
12C9656088,드렁*******,성수,연무장길,연무장길 29-1,양식,0,2023-01-20,,식사_그룹_1,31,2. 성장기(죽음의계곡)
20B4D65D66,51*******,성수,연무장길,연무장길 31-1,베이커리,0,2023-07-26,,카페/디저트,25,2. 성장기(죽음의계곡)
8B137D6875,키 **,성수,연무장길,연무장길 41-9,일반 유흥주점,0,2018-03-26,,주점/유흥,89,3. 성숙기
EE28A75CE0,서울****,뚝섬,왕십리로,왕십리로 80-1,한식-해물/생선,0,2019-11-12,,식사_그룹_1,69,3. 성숙기
11BFFCBE83,당*,뚝섬,왕십리로,왕십리로 80-1,아이스크림/빙수,0,2024-01-10,,카페/디저트,19,1. 초기
5FA82D7B59,공차*****,뚝섬,왕십리로,왕십리로 94-2,차,1,2019-07-15,,카페/디저트,73,3. 성숙기
776F48CD6C,성수*****,뚝섬,왕십리로,왕십리로 98-1,베이커리,0,2022-09-22,,카페/디저트,35,2. 성장기(죽음의계곡)
C12009C4BE,퀴*,뚝섬,왕십리로,왕십리로5길 3,양식,0,2021-06-17,,식사_그룹_1,50,3. 성숙기
F7ED8A9A8C,명가*********,뚝섬,왕십리로,왕십리로6길 4,중식당,1,2020-04-28,,식사_그룹_0,64,3. 성숙기
33EA4BF6E9,고집********,뚝섬,왕십리로,왕십리로8길 5,한식-육류/고기,0,2021-02-09,,식사_그룹_1,54,3. 성숙기
B8F3A35930,도슨***,뚝섬,왕십리로,왕십리로8길 7,양식,0,2022-04-13,,식사_그룹_1,40,2. 성장기(죽음의계곡)
995D6B6C92,에토******,뚝섬,왕십리로,왕십리로8길 8,카페,0,2022-06-22,,카페/디저트,38,2. 성장기(죽음의계곡)
283E6BD7FF,봉평******,뚝섬,왕십리로,왕십리로8길 8,한식-국수/만두,1,2023-04-07,,식사_그룹_0,28,2. 성장기(죽음의계곡)
2F63B0EE20,서울*******,뚝섬,왕십리로,왕십리로8길 8,한식-육류/고기,0,2020-08-27,,식사_그룹_1,60,3. 성숙기
5ED1A1DEB4,안뜰******,뚝섬,왕십리로,왕십리로8길 8,한식-해물/생선,0,2018-02-08,,식사_그룹_1,90,3. 성숙기
C7323D89BF,후참*,답십리,용답,용답19가길 24,일식-참치회,0,2022-09-21,,식사_그룹_3,35,2. 성장기(죽음의계곡)
75E3C003BC,봉평**********,답십리,용답,용답19길 11-1,한식-국수/만두,0,2020-01-31,,식사_그룹_0,67,3. 성숙기
3AAA1F7B5B,너와*,답십리,용답,용답19길 14-1,한식-육류/고기,0,2017-12-08,,식사_그룹_1,92,3. 성숙기
373FC35FF2,소풍*******,답십리,용답,용답19길 16-1,분식,0,2023-06-07,,식사_그룹_2,26,2. 성장기(죽음의계곡)
96029D2561,모모*******,답십리,용답,용답19길 18-1,일식당,0,2020-11-04,,식사_그룹_1,57,3. 성숙기
4B3D70F3C7,복음**,답십리,용답,용답19길 18-1,떡/한과 제조,0,2021-08-04,,비외식소매,48,2. 성장기(죽음의계곡)
B75F0C155E,현미*****,답십리,용답,용답25나길 24,식품 제조,1,2017-10-10,,기타,94,3. 성숙기
E2BDC284DA,푸른******,답십리,용답,용답25다길 23,한식-해물/생선,0,2018-06-08,2025-07-23,식사_그룹_1,86,3. 성숙기
58168DBBE0,못말****,답십리,용답,용답25다길 23,일식-우동/소바/라면,0,2019-03-14,,식사_그룹_2,77,3. 성숙기
2A6D92878C,먹거***,답십리,용답,용답25다길 24,백반/가정식,0,2018-03-22,,기타,89,3. 성숙기
228EDD81BA,행복****,답십리,용답,용답29길 10-1,한식-국수/만두,0,2023-10-17,,식사_그룹_0,22,1. 초기
3F3922C8C3,본떡**,답십리,용답중앙길,용답중앙길 42,분식,0,2020-04-16,,식사_그룹_2,64,3. 성숙기
FD69236F45,로맹**,답십리,용답중앙길,용답중앙길 50,카페,0,2022-03-02,,카페/디저트,41,2. 성장기(죽음의계곡)
13C3C13D99,동네**,답십리,용답중앙길,용답중앙길 57,커피전문점,0,2018-10-24,,카페/디저트,82,3. 성숙기
66EE334562,용답**,답십리,용답중앙길,용답중앙길 58,한식-국수/만두,0,2024-01-05,,식사_그룹_0,19,1. 초기
90C18D7863,대성**,답십리,용답중앙길,용답중앙길 69,축산물,0,2020-04-03,,비외식소매,64,3. 성숙기
23E72E19E5,오늘**,답십리,용답중앙길,용답중앙길 72,한식-해물/생선,0,2019-02-27,,식사_그룹_1,78,3. 성숙기
090DD25F79,기연*,답십리,용답중앙길,용답중앙길 76,중식당,0,2020-08-31,,식사_그룹_0,60,3. 성숙기
844C36220E,꿀단****,답십리,용답중앙길,용답중앙길 78,한식-육류/고기,0,2022-04-27,,식사_그룹_1,40,2. 성장기(죽음의계곡)
FCEC2103C8,하동*,왕십리,행당로,행당로17길 17,한식-국밥/설렁탕,0,2018-07-11,,식사_그룹_0,85,3. 성숙기
E9EA02C4EA,포*,왕십리,행당로,행당로17길 18,동남아/인도음식,0,2023-09-07,,기타,23,1. 초기
1C3EE116AE,노가***,왕십리,행당로,행당로17길 21,룸살롱/단란주점,1,2019-09-17,,주점/유흥,71,3. 성숙기
90BB88D55E,찰랑**,왕십리,행당로,행당로17길 25,요리주점,0,2022-09-02,,주점/유흥,35,2. 성장기(죽음의계곡)
DDC5B3DE0C,디저*******,왕십리,행당로,행당로17길 27,베이커리,1,2023-10-06,,카페/디저트,22,1. 초기
8AA06764E9,나누***,왕십리,행당로,행당로17길 32,반찬,0,2020-04-21,,비외식소매,64,3. 성숙기
614B42817C,샘터**,왕십리,무학로,무학로2나길  21-19,백반/가정식,0,2012-05-03,,기타,159,4. 장기/쇠퇴기
162B21238D,해돋***,마장동,청계천로,청계천로10나길  77,축산물,0,2009-12-07,,비외식소매,188,4. 장기/쇠퇴기
B5AD8350EE,동대******,장한평자동차,자동차시장,자동차시장1길 94-15.,한식-찌개/전골,0,2018-05-16,,식사_그룹_0,87,3. 성숙기
05870C6994,전주**,마장동,청계천로,청계천로10나길 82-14,백반/가정식,0,2015-04-14,,기타,124,4. 장기/쇠퇴기
CC35F3E6A1,가람**,마장동,청계천로,청계천로10다길 61-1.,축산물,0,2009-06-19,,비외식소매,194,4. 장기/쇠퇴기
99973542B9,달콤***,마장동,고산자로,고산자로 337-2,카페,0,2017-09-15,,카페/디저트,95,3. 성숙기
CDAEDB0A25,이디********,마장동,고산자로,고산자로 339-2,커피전문점,1,2019-02-20,,카페/디저트,78,3. 성숙기
BFA619CF5E,시대**,왕십리,고산자로,고산자로10길 8,농산물,0,2021-10-01,,비외식소매,46,2. 성장기(죽음의계곡)
03A4C45CEB,장어**,왕십리,고산자로,고산자로10길 8,한식-해물/생선,0,2021-10-01,,식사_그룹_1,46,2. 성장기(죽음의계곡)
CF93CCB79E,행당**,왕십리,고산자로,고산자로12길 1,식료품,0,2018-11-01,,비외식소매,81,3. 성숙기
F9E3638CA1,만나********,마장동,고산자로,고산자로20길 9,농산물,0,2021-01-28,,비외식소매,55,3. 성숙기
0E8F0F8410,리안**,마장동,고산자로,고산자로20길 9,축산물,0,2019-05-30,,비외식소매,75,3. 성숙기
CAF68EC2CB,담*,마장동,고산자로,고산자로22길 6,카페,0,2022-12-02,,카페/디저트,32,2. 성장기(죽음의계곡)
E5B86651F8,구미*,마장동,고산자로,고산자로26길 5,한식-육류/고기,0,2018-09-19,,식사_그룹_1,83,3. 성숙기
999B6B5297,할머************,왕십리,고산자로,고산자로2길 65,분식,0,2024-01-04,2025-08-22,식사_그룹_2,19,1. 초기
81109044D7,장조*,왕십리,고산자로,고산자로2길 65,한식-단품요리일반,0,2021-07-05,2025-08-04,식사_그룹_0,49,3. 성숙기
755CDB3BAB,블랑*****,왕십리,고산자로,고산자로2길 67,베이커리,0,2018-09-10,,카페/디저트,83,3. 성숙기
2D7E5C7167,엄마****,왕십리,고산자로,고산자로2길 67,백반/가정식,0,2022-08-22,,기타,36,2. 성장기(죽음의계곡)
A317F15BD9,붐비********,왕십리,고산자로,고산자로2길 67,한식-단품요리일반,0,2021-12-13,,식사_그룹_0,44,2. 성장기(죽음의계곡)
8D3B01376B,장가**,왕십리,고산자로,고산자로6길 40,축산물,0,2022-11-07,,비외식소매,33,2. 성장기(죽음의계곡)
FFEDAC5747,파리**********,왕십리,고산자로,고산자로6길 40,베이커리,1,2019-01-10,,카페/디저트,79,3. 성숙기
1545D071D9,토리*****,왕십리,고산자로,고산자로8길 20,한식뷔페,0,2022-02-11,,식사_그룹_0,42,2. 성장기(죽음의계곡)
A9EDBF95B0,테트****,왕십리,고산자로,고산자로8길 20,한식-육류/고기,1,2019-04-15,,식사_그룹_1,76,3. 성숙기
4321CFDE5D,왕십****,왕십리,고산자로,고산자로8길 27,한식-단품요리일반,0,2024-01-04,,식사_그룹_0,19,1. 초기
4F6748BD4E,복돼******,뚝섬,광나루로,광나루로 303-1,한식-해물/생선,0,2018-07-18,,식사_그룹_1,85,3. 성숙기
DABAA47F1B,신의*****,뚝섬,광나루로,광나루로 320-1,분식,0,2019-12-09,,식사_그룹_2,68,3. 성숙기
8F21F5ED8C,송강***,뚝섬,광나루로,광나루로 320-1,일식당,0,2017-06-12,,식사_그룹_1,98,3. 성숙기
E495DA446B,제이******,뚝섬,광나루로,광나루로 320-2,백반/가정식,0,2022-07-19,,기타,37,2. 성장기(죽음의계곡)
DE6A101DCA,밥묵****,뚝섬,광나루로,광나루로11길 4,백반/가정식,0,2020-07-28,,기타,61,3. 성숙기
F095DE8367,남원********,뚝섬,광나루로,광나루로11길 5,한식-해물/생선,1,2017-06-01,,식사_그룹_1,98,3. 성숙기
FCE1F472A0,송림***,뚝섬,광나루로,광나루로11길 6,농산물,0,2022-02-15,,비외식소매,42,2. 성장기(죽음의계곡)
391836F1E0,하츠*****************,뚝섬,광나루로,광나루로11길 7,카페,0,2023-08-31,,카페/디저트,24,1. 초기
AD0F358619,카페**************,성수,광나루로,광나루로2길 34,카페,0,2022-07-21,,카페/디저트,37,2. 성장기(죽음의계곡)
62DCAD38F6,어커*******,성수,광나루로,광나루로4길 12,카페,0,2021-06-02,,카페/디저트,50,3. 성숙기
FEE6966193,유니********,뚝섬,광나루로,광나루로6길 35,카페,0,2022-12-22,,카페/디저트,32,2. 성장기(죽음의계곡)
3316D1C001,비원***************,뚝섬,광나루로,광나루로6길 35,한식뷔페,0,2017-01-24,,식사_그룹_0,103,4. 장기/쇠퇴기
9FBE5BF7CF,매머****************************,뚝섬,광나루로,광나루로6길 35,커피전문점,0,2018-12-06,,카페/디저트,80,3. 성숙기
BDC0AED34F,커피**,뚝섬,광나루로,광나루로6길 35,커피전문점,0,2023-03-24,,카페/디저트,29,2. 성장기(죽음의계곡)
FA74A080E1,프로*****,뚝섬,광나루로,광나루로6길 35,백반/가정식,0,2021-08-13,,기타,48,2. 성장기(죽음의계곡)
86D332A825,이삭***,뚝섬,광나루로,광나루로6길 35,샌드위치/토스트,1,2018-08-23,,식사_그룹_2,84,3. 성숙기
8B132478F2,토프********,뚝섬,광나루로,광나루로6길 35,한식-단품요리일반,0,2019-11-12,,식사_그룹_0,69,3. 성숙기
33630D7FC6,다담****,뚝섬,광나루로,광나루로8길 10,한식-단품요리일반,0,2021-11-15,,식사_그룹_0,45,2. 성장기(죽음의계곡)
39E9AADD30,비에***********,금남시장,금호산,금호산2길 11-1,치킨,1,2021-07-28,,식사_그룹_0,49,3. 성숙기
DA66A755A8,담양**********,금남시장,금호산,금호산2길 15-1,한식-육류/고기,0,2021-01-19,,식사_그룹_1,55,3. 성숙기
1829BF330D,원조***,금남시장,금호산,금호산2길 17-1,반찬,0,2019-03-13,,비외식소매,77,3. 성숙기
263A2454D1,란*,금남시장,금호산,금호산2길 17-1,호프/맥주,0,2017-09-13,,주점/유흥,95,3. 성숙기
B03818B768,스시**,금남시장,금호산,금호산2길 26-3,일식당,0,2021-03-08,,식사_그룹_1,53,3. 성숙기
6F534D5C41,콩나******,금남시장,금호산,금호산2길 28-2,백반/가정식,0,2018-01-15,,기타,91,3. 성숙기
0DE3499749,카페*********,옥수,독서당로,독서당로 194-1,카페,0,2017-08-28,,카페/디저트,96,3. 성숙기
A306307EAE,노리*,옥수,독서당로,독서당로 194-1,백반/가정식,0,2016-08-25,,기타,108,4. 장기/쇠퇴기
FD00BD4D69,고찌****,옥수,독서당로,독서당로 216-1,일식-덮밥/돈가스,0,2022-03-07,,식사_그룹_2,41,2. 성장기(죽음의계곡)
BC2FFDF526,산청**,금남시장,독서당로,독서당로 267-6,한식-육류/고기,0,2019-03-18,,식사_그룹_1,77,3. 성숙기
A8934A6565,얌*,금남시장,독서당로,독서당로 295-1,분식,1,2022-10-06,,식사_그룹_2,34,2. 성장기(죽음의계곡)
F72B20D757,타탄*****************,금남시장,독서당로,독서당로 295-1,한식-단품요리일반,0,2023-05-25,,식사_그룹_0,27,2. 성장기(죽음의계곡)
078E739D39,골목**,금남시장,독서당로,독서당로 295-5,포장마차,0,2023-10-10,,카페/디저트,22,1. 초기
C9FF8B2E0B,엄마*****,금남시장,독서당로,독서당로 295-5,한식-찌개/전골,0,2023-10-25,,식사_그룹_0,22,1. 초기
A730AA5039,맘스******,금남시장,독서당로,독서당로 296-1,햄버거,1,2020-02-18,,식사_그룹_2,66,3. 성숙기
1AB3F0C3B0,진숙**,금남시장,독서당로,독서당로 296-1,백반/가정식,0,2018-12-14,,기타,80,3. 성숙기
F0879D5E1E,금대***,금남시장,독서당로,독서당로 297-2,축산물,0,2020-12-02,,비외식소매,56,3. 성숙기
CA81C3788D,반도***,금남시장,독서당로,독서당로 297-3,농산물,0,2019-01-29,,비외식소매,79,3. 성숙기
7D0EEB730E,돈가********,금남시장,독서당로,독서당로 297-3,한식-단품요리일반,0,2020-12-04,,식사_그룹_0,56,3. 성숙기
46B7CF90B2,홍가*****,금남시장,독서당로,독서당로 297-8,한식-단품요리일반,0,2023-10-24,,식사_그룹_0,22,1. 초기
50FB1F6C45,정광**,금남시장,독서당로,독서당로 297-9,농산물,0,2017-12-01,,비외식소매,92,3. 성숙기
E7BA575772,은성**,금남시장,독서당로,독서당로 299-5,한식-육류/고기,0,2018-09-04,,식사_그룹_1,83,3. 성숙기
B6660D3A83,매우*,금남시장,독서당로,독서당로 299-6,한식-육류/고기,0,2020-07-13,,식사_그룹_1,61,3. 성숙기
78331023E2,청주*****,금남시장,독서당로,독서당로 301-1,도너츠,0,2021-07-01,,카페/디저트,49,3. 성숙기
B9FFD4B49A,풍천**,금남시장,독서당로,독서당로 303-2,한식-해물/생선,1,2022-06-20,,식사_그룹_1,38,2. 성장기(죽음의계곡)
72AC62D037,금호**,금남시장,독서당로,독서당로 303-5,식료품,0,2023-05-24,,비외식소매,27,2. 성장기(죽음의계곡)
B683D261A6,금남************,금남시장,독서당로,독서당로 303-7,치킨,0,2022-11-07,,식사_그룹_0,33,2. 성장기(죽음의계곡)
673E2D3411,갈비*****,금남시장,독서당로,독서당로 312-1,한식-국밥/설렁탕,0,2023-07-28,,식사_그룹_0,25,2. 성장기(죽음의계곡)
6A584E1D14,미니**,금남시장,독서당로,독서당로48길 4,카페,0,2020-08-05,,카페/디저트,60,3. 성숙기
1B8A35EA99,하이****************,금남시장,독서당로,독서당로48길 6,양식,0,2021-04-28,,식사_그룹_1,52,3. 성숙기
DF32149DAD,키라***,금남시장,독서당로,독서당로50길 1,호프/맥주,0,2020-12-17,,주점/유흥,56,3. 성숙기
00DA1813DE,망고***,금남시장,독서당로,독서당로60길 2,청과물,0,2019-09-05,,비외식소매,71,3. 성숙기
026EBC2ED1,티엔************,금남시장,독서당로,독서당로60길 2,동남아/인도음식,0,2023-04-03,,기타,28,2. 성장기(죽음의계곡)
AC6E8AC491,한남*****,금남시장,독서당로,독서당로60길 4,축산물,0,2022-10-31,2025-07-30,비외식소매,34,2. 성장기(죽음의계곡)
5F4D724ED3,가온*,금남시장,독서당로,독서당로62길 4,백반/가정식,0,2019-08-12,,기타,72,3. 성숙기
DE2D4A4E86,광명**,금남시장,동호로,동호로2길 28-1,식료품,0,2021-12-06,,비외식소매,44,2. 성장기(죽음의계곡)
C1B6121B9C,치카*****************,성수,뚝섬로,뚝섬로1가길 14,베이커리,0,2022-12-22,,카페/디저트,32,2. 성장기(죽음의계곡)
9371F76478,샐러*******,뚝섬,뚝섬로,뚝섬로1길 55-1,백반/가정식,0,2023-06-13,,기타,26,2. 성장기(죽음의계곡)
7001FF8251,팬톤****,성수,뚝섬로,뚝섬로9길 13-1,양식,0,2023-06-05,,식사_그룹_1,26,2. 성장기(죽음의계곡)
AAA80B422A,호감*,성수,뚝섬로,뚝섬로9길 13-1,이자카야,0,2022-03-30,,주점/유흥,41,2. 성장기(죽음의계곡)
8934C5353C,자매**,마장동,마장로,마장로31가길 2,백반/가정식,0,2017-10-17,,기타,94,3. 성숙기
386397E23E,동명**,마장동,마장로,마장로31가길 5,축산물,0,2021-06-21,,비외식소매,50,3. 성숙기
C525E44DDB,희망**,마장동,마장로,마장로31가길 5,축산물,0,2021-12-20,,비외식소매,44,2. 성장기(죽음의계곡)
289FECEDF1,동명**,마장동,마장로,마장로31가길 5,축산물,0,2021-12-22,,비외식소매,44,2. 성장기(죽음의계곡)
A5252A18CF,선광**,마장동,마장로,마장로31가길 5,축산물,0,2022-05-04,,비외식소매,39,2. 성장기(죽음의계곡)
33B68F414D,수정**,마장동,마장로,마장로31가길 6,식료품,0,2022-08-03,,비외식소매,36,2. 성장기(죽음의계곡)
E569E14F36,길모****,마장동,마장로,마장로35나길 4,커피전문점,0,2017-06-29,,카페/디저트,98,3. 성숙기
1EC413BB05,신호**,마장동,마장로,마장로35나길 5,축산물,0,2020-10-13,,비외식소매,58,3. 성숙기
1FD34CB47A,세원**,마장동,마장로,마장로35다길 7,축산물,0,2021-01-21,,비외식소매,55,3. 성숙기
48A2E5A7D3,대성****,마장동,마장로,마장로35다길 8,축산물,0,2023-08-02,,비외식소매,24,1. 초기
4069628130,OM***,마장동,마장로,마장로35다길 9,축산물,0,2017-04-24,,비외식소매,100,3. 성숙기
61E9DEEBD7,마천**,마장동,마장로,마장로35다길 9,축산물,0,2023-09-14,,비외식소매,23,1. 초기
07048B6141,한남**,마장동,마장로,마장로35라길 9,백반/가정식,0,2020-06-10,,기타,62,3. 성숙기
C99550815C,쏘앤**************,한양대,마조로,마조로16길 3-6,농산물,0,2023-12-11,,비외식소매,20,1. 초기
2A74299DD1,도담*******,한양대,마조로,마조로1가길 14,치킨,1,2023-09-11,2025-04-07,식사_그룹_0,23,1. 초기
3531297CCD,한신*******,한양대,마조로,마조로1가길 16,포장마차,1,2022-02-03,,카페/디저트,42,2. 성장기(죽음의계곡)
E9CC23245B,싼(***********,한양대,마조로,마조로1길 26-5,피자,0,2022-01-06,2024-03-05,식사_그룹_0,43,2. 성장기(죽음의계곡)
EE79357E42,미미**********,한양대,마조로,마조로3가길 10,꼬치구이,0,2021-03-19,,주점/유흥,53,3. 성숙기
BABA730F00,생마*****,한양대,마조로,마조로3가길 10,이자카야,0,2023-11-28,,주점/유흥,21,1. 초기
9B4EED47A6,마장**,한양대,마조로,마조로3가길 11,한식-육류/고기,0,2017-11-10,,식사_그룹_1,93,3. 성숙기
EC8D405566,계맛*****,한양대,마조로,마조로3가길 12,한식-육류/고기,0,2022-11-04,,식사_그룹_1,33,2. 성장기(죽음의계곡)
2743897872,용용*******,한양대,마조로,마조로3가길 15,요리주점,0,2019-12-10,,주점/유흥,68,3. 성숙기
AB9C75D921,무지********,한양대,마조로,마조로3가길 18,호프/맥주,0,2020-09-04,,주점/유흥,59,3. 성숙기
FCBE9BD039,달*,한양대,마조로,마조로3가길 21,한식-단품요리일반,0,2020-07-01,,식사_그룹_0,61,3. 성숙기
90AFF4E6B1,김복*************,한양대,마조로,마조로3가길 25,호프/맥주,0,2022-07-22,2025-04-08,주점/유흥,37,2. 성장기(죽음의계곡)
70B13460CE,오*,한양대,마조로,마조로3가길 30,이자카야,0,2020-07-17,,주점/유흥,61,3. 성숙기
FEFBDB41EA,수세*,한양대,마조로,마조로3가길 30,한식-단품요리일반,0,2021-05-31,,식사_그룹_0,51,3. 성숙기
D438843206,춘*,한양대,마조로,마조로3나길 20,일식당,0,2018-07-02,,식사_그룹_1,85,3. 성숙기
5E8B3A9C0F,곱분*********,한양대,마조로,마조로3나길 26,한식-육류/고기,0,2016-08-19,,식사_그룹_1,108,4. 장기/쇠퇴기
9E304D405E,본참*,한양대,마조로,마조로3나길 28,일식당,1,2021-12-03,,식사_그룹_1,44,2. 성장기(죽음의계곡)
E1D3268137,은현******,한양대,마조로,마조로5길 4-10,요리주점,0,2023-08-03,,주점/유흥,24,1. 초기
C8E76C194D,칠구**************,한양대,마조로,마조로5길 4-11,한식-단품요리일반,0,2017-11-30,,식사_그룹_0,93,3. 성숙기
98ACFD8C28,왕십****,한양대,마조로,마조로5길 4-12,한식-해물/생선,0,2023-10-05,,식사_그룹_1,22,1. 초기
3D8F0EC508,완미********,한양대,마조로,마조로5길 4-16,한식-육류/고기,0,2023-08-29,,식사_그룹_1,24,1. 초기
5196197266,삼목*,한양대,마조로,마조로7길 12-1,한식-육류/고기,0,2019-07-12,,식사_그룹_1,73,3. 성숙기
F5FA25FE2A,홍대****,신금호,무수막,무수막18길 6-2,식료품,0,2023-05-30,,비외식소매,27,2. 성장기(죽음의계곡)
158A1920D0,레몬*,신금호,무수막길,무수막길 89-31,카페,0,2019-04-29,,카페/디저트,76,3. 성숙기
832EC92421,비비***********,신금호,무수막길,무수막길 89-38,치킨,1,2023-04-05,,식사_그룹_0,28,2. 성장기(죽음의계곡)
D52B8311A4,푸른**,왕십리,무학로,무학로2나길 28,한식-해물/생선,0,2018-11-20,,식사_그룹_1,81,3. 성숙기
B50F3C905B,소점**,왕십리,무학로,무학로4길 29-1,백반/가정식,0,2022-06-09,,기타,38,2. 성장기(죽음의계곡)
0961D33241,까페*****************,왕십리,무학로,무학로8길 28-1,카페,0,2019-09-10,,카페/디저트,71,3. 성숙기
727C56F5CD,달*,왕십리,무학봉,무학봉15가길 4,동남아/인도음식,0,2023-05-03,,기타,27,2. 성장기(죽음의계곡)
33E070A5FE,한국**,왕십리,무학봉,무학봉15가길 7,청과물,0,2018-09-07,,비외식소매,83,3. 성숙기
